商品名,英文品名,許可證字號,藥品分類,劑型,規格,主要成分,適應症摘要,推定用途分類,適應症完整原文,持有廠商,是否有效,備註,資料來源
"""壽元""去疤痕癒膚乳膏50毫克/公克（阿撤米酸）","SCARLESS & BEAUTY SKIN CREAM 50MG/GM ""S.Y.""(ACEXAMIC ACID)",衛署藥製字第035655號,指示藥,乳膏劑,管裝;;瓶裝,Acetamidocaproic Acid -Epsilon (Acexamic Acid),燙傷；傷口,燙傷／傷口照護,外傷傷口、手術時的傷口、？管性骨炎、潰瘍性靜脈曲張、動脈潰瘍、　　　疤痕及預防燙傷癒合後引起的皮膚萎縮及瘢瘤。,壽元化學工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035655號；https://mcp.fda.gov.tw/insert/lablefiles/1b121c57-97b6-4a0a-ae63-77db0d3b686b_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/1b121c57-97b6-4a0a-ae63-77db0d3b686b_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/1b121c57-97b6-4a0a-ae63-77db0d3b686b_1?c=2
鼻滴通滴劑１公絲/公撮（西羅美塔柔林）,"ORIVIN NASAL SOLUTION 1MG/ML ""S.T."" (XYLOMETAZOLINE)",衛署藥製字第035658號,指示藥,外用液劑,瓶裝,Xylometazoline HCl,待人工確認,其他常見皮膚外用藥,一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎、及由過敏所引起　　　　　之鼻充血。,信東生技股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_c1f90b6f-fdb4-4e3e-af50-438d414293b9?c=2；https://mcp.fda.gov.tw/insert/lablefiles/06b890aa-833e-4c1c-b615-277690862192_0?c=2
"""瑞士""痛寧凝膠１％（待克菲那）","PAINSTOP GEL 1% ""SWISS""(DICLOFENAC)",衛署藥製字第035676號,指示藥,外用凝膠劑,鋁軟管裝;;鋁管裝,Diclofenac,消炎止痛,疼痛／消炎止痛外用藥,短期使用以緩解因發炎反應引起之局部疼痛。,瑞士藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035676號；https://mcp.fda.gov.tw/insert/lablefiles/6e8c2935-ad93-4a78-a09f-26730569be91_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6e8c2935-ad93-4a78-a09f-26730569be91_6?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6e8c2935-ad93-4a78-a09f-26730569be91_0?c=2
"""生達"" 舒疹乳膏0.5毫克/公克（可洛貝他素）","S.Z. CREAM 0.5MG/G ""STANDARD"" (CLOBETASOL)",衛署藥製字第035680號,處方藥,軟膏劑,鋁管裝;;塑膠瓶裝,Clobetasol,濕疹；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬；扁平苔癬,濕疹／皮膚炎；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬；扁平苔癬,牛皮癬、濕疹、扁平苔癬、盤狀紅斑狼瘡。,生達化學製藥股份有限公司二廠,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。；依完整適應症判斷為扁平苔癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035680號；https://mcp.fda.gov.tw/insert/lablefiles/432f7d40-019a-464a-a1dd-a5dccf28cd83?c=2;https://mcp.fda.gov.tw/insert/lablefiles/7c302974-5a2b-4dfa-b25b-20bc513b6d0e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/51b48d55-bb8d-4692-b7c3-edb8b9c8076c?c=2
"""依必朗"" 卡優宜液",KAA IOU YI SOLUTION,衛署藥製字第035693號,指示藥,外用噴液劑,瓶裝,Menthol；Camphor；Diphenhydramine；Methyl salicylate,搔癢,蕁麻疹／搔癢,暫時緩解皮膚搔癢。,依必朗化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
"""寶齡富錦"" 克痛液10毫克/毫升（吲哚美洒辛）","IM-S SOLUTION 10MG/ML (INDOMETHACIN) ""B & F""",衛署藥製字第035695號,指示藥,外用液劑,PET塑膠瓶裝,Indomethacin (Eq To Indometacin),消炎止痛,疼痛／消炎止痛外用藥,暫時緩解局部疼痛。,寶齡富錦生技股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035695號；https://mcp.fda.gov.tw/insert/lablefiles/9c55984e-7278-4425-84f4-88736cc83b97?c=2
"""瑞士""膚麗凝膠７.５毫克/公克（咪唑尼達）","FREE GEL 7.5MG/GM  ""SWISS""(METRONIDAZOLE)",衛署藥製字第035696號,處方藥,外用凝膠劑,管裝,Metronidazole,膿皰,細菌感染／膿皰／傷口感染,因酒渣鼻引起發炎性丘疹、膿疱及紅腫。,瑞士藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035696號；https://mcp.fda.gov.tw/insert/lablefiles/7996463b-180e-412a-bf6a-27185d7a74d0_0?c=2
“華興”治黴寧乳膏20毫克/公克（克多可那挫）,ZUMELIN CREAM 20MG/GM“H.S.”(KETOCONAZOLE),衛署藥製字第035697號,處方藥,乳膏劑,管裝;;塑膠罐裝,Ketoconazole,黴菌感染,香港腳／股癬／體癬／黴菌感染,皮膚黴菌和酵母菌所引起的皮膚、頭髮及指甲感染症。,華興化學製藥廠股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_1312e878-3a4b-4004-82e5-76c4a9616adf?c=2
〝長安〞袪斑凝膠4%(氫醌),"QUBAN GEL 4% ""C.A.""",衛署藥製字第035704號,處方藥,外用凝膠劑,塑膠軟管裝;;積層鋁塑軟管裝,Hydroquinone,待人工確認,其他常見皮膚外用藥,漂白皮膚的色素沈著、及各種皮膚斑點（如雀斑、黑斑、老化形成　　　　　的老斑）。,長安化學工業股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_d2b6b68e-c10b-48cd-9f5f-f21309903bfb?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_1ff8d3fa-d656-4262-9799-85d3a93e7f61?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_1fad40c2-0137-444f-b366-c0d95930a12c?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_7134e088-65db-4bba-a849-7c68d0254ac9?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_cb2d7ef8-a0eb-4822-aae2-6c215b170d3b?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_e364153e-b186-4446-a9bb-7f350b972eff?c=2;https://mcp.fda.gov.tw/insert/pdfcase；https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_23?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_17?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_10?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_15?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_22?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_19?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_18?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_13?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_12?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b2a972c-d19a-4ab6-b31d-4b4d618da1f1_16?c=2
抗疤消炎乳膏－恩,SCARTENAN-N CREAM,衛署藥製字第035706號,處方藥,乳膏劑,鋁管裝;;塑膠瓶裝,Neomycin；Acetamidocaproic Acid -Epsilon (Acexamic Acid),燙傷；傷口,燙傷／傷口照護,燙傷、疤痕、廔管性骨炎、潰瘍性褥瘡及靜脈曲張、預防外傷及手術後傷口癒合引起之皮膚萎縮及瘢瘤。,壽元化學工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035706號；https://mcp.fda.gov.tw/insert/lablefiles/cf62301c-bbfb-411c-89aa-660240214afa_1?c=2
納新淨乳膏,NYCINDIN CREAM,衛署藥製字第035788號,處方藥,乳膏劑,塑膠瓶裝;;鋁管裝,Triamcinolone；Neomycin；Nystatin；Gramicidin,濕疹；皮膚炎；細菌感染；傷口；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹／皮膚炎；細菌感染／膿皰／傷口感染；燙傷／傷口照護；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,淺表性細菌感染、淺性念珠菌及（或）細菌感染、或併發之皮膚炎（如異位性、濕疹樣、錢幣形、接觸性、滲出性、皮脂溢出性、濕疹、神經性皮膚炎）、外耳炎、創傷後感染性濕疹、牛皮癬、靜脈瘤濕疹、嬰兒濕疹。,壽元化學工業股份有限公司,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035788號；https://mcp.fda.gov.tw/insert/lablefiles/d8c03c22-e13f-4ce7-8124-558677541f15?c=2;https://mcp.fda.gov.tw/insert/lablefiles/96fe35d2-b9d6-4bcd-8f48-fc260710c820?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ece41942-7117-4fbf-8f93-120ac19c869a?c=2
“約克”膚立美乳膏,"FOREVER CREAM ""Y.K.""",衛署藥製字第035814號,處方藥,乳膏劑,鋁軟管裝;;塑膠瓶裝(HDPE),Betamethasone；Clotrimazole,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,適用於下列皮膚感染的局部治療：紅色毛癬菌、鬚瘡毛癬菌、絮狀表　　　　皮癬菌、大小芽胞菌所引起之足癬、股癬、頭癬。,約克製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035814號；https://mcp.fda.gov.tw/insert/lablefiles/f61d01bb-5b35-48eb-bdaf-91d4a29ab068?c=2;https://mcp.fda.gov.tw/insert/lablefiles/57b0bab2-887e-42e4-9b41-c3962793faca?c=2
寶齡昇髮密碼養髮液2%,PBF MINOXIDIL SOLUTION 2%,衛署藥製字第035821號,指示藥,外用液劑,玻璃瓶裝;;塑膠瓶裝,Minoxidil,待人工確認,其他常見皮膚外用藥,雄激素性禿髮（ＡＬＯＰＥＣＩＡ　ＡＮＤＲＯＧＥＮＥＴＩＣＡ）,寶齡富錦生技股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035821號；https://mcp.fda.gov.tw/insert/lablefiles/33074746-40f5-4df2-aa1b-14c940e11dc8_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/33074746-40f5-4df2-aa1b-14c940e11dc8_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/33074746-40f5-4df2-aa1b-14c940e11dc8_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/33074746-40f5-4df2-aa1b-14c940e11dc8_10?c=2
"""杏輝""雅若美白擦劑","Aczo Melquine-HT Lotion""Sinphar""",衛署藥製字第035825號,處方藥,外用液劑,塑膠管裝;;塑膠罐裝;;鋁管裝;;鋁箔裝,Hydrocortisone；Tretinoin；Hydroquinone,皮膚炎,濕疹／皮膚炎,黑色素引起的色素過度沈著，例如伯洛克皮膚炎(BERLOQUE DERMATITIS)-接觸性皮膚炎，過敏性皮膚炎，雀斑，老人斑，職業病帶來的色素過度沈著，里耳氏黑色素沈著症(RIEHL'S MELANOSIS)，及疤痕的色素過度沈著。,杏輝藥品工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035825號；https://mcp.fda.gov.tw/insert/lablefiles/76ee6f3d-d1c4-460b-af33-ad698c7ade4f_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/76ee6f3d-d1c4-460b-af33-ad698c7ade4f_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/76ee6f3d-d1c4-460b-af33-ad698c7ade4f_3?c=2
快樂乳膏,COLOR CREAM,衛署藥製字第035826號,處方藥,軟膏劑,塑膠罐裝;;鋁塑管裝;;鋁管裝,Tretinoin；Hydroquinone；Dexamethasone,皮膚炎,濕疹／皮膚炎,黑色素引起的色素過度沈著，例如伯洛克皮膚炎（ＢＥＲＬＯＱＵＥ　　　　ＤＥＲＭＡＴＩＴＩＳ）－接觸性皮膚炎，過敏性皮膚炎，雀斑，老　　　　人斑職業病帶來的色素過度沈著，里耳氏黑色素沈著症（ＲＩＥＨＬ？Ｓ　　ＭＥＬＡＮＯＳＩＳ），及疤痕的色素過度沈著。,瑞安大藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035826號；https://mcp.fda.gov.tw/insert/lablefiles/bf2b2cde-00b5-4744-9597-1cd080ba909b_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf2b2cde-00b5-4744-9597-1cd080ba909b_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf2b2cde-00b5-4744-9597-1cd080ba909b_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf2b2cde-00b5-4744-9597-1cd080ba909b_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf2b2cde-00b5-4744-9597-1cd080ba909b_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf2b2cde-00b5-4744-9597-1cd080ba909b_0?c=2
“華貿”愛膚寧乳膏,DIPRODERM CREAM“F.M.”,衛署藥製字第035865號,處方藥,乳膏劑,罐裝;;軟管裝,Betamethasone；Gentamicin,皮膚炎；異位性皮膚炎；黴菌感染,濕疹／皮膚炎；異位性皮膚炎；香港腳／股癬／體癬／黴菌感染,皮膚癬、接觸性皮膚炎、異位性皮膚炎、皮脂溢出性皮膚炎、神經性　　　　皮膚炎、剝落性皮膚炎、日晒皮膚炎。,華貿行實業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035865號
益膚康凝膠７．５毫克/公克（咪唑尼達）,EFUCON GEL 7.5MG/GM (METRONIDAZOLE),衛署藥製字第035869號,處方藥,外用凝膠劑,塑膠管裝;;塑膠罐裝;;鋁管裝,Metronidazole,膿皰,細菌感染／膿皰／傷口感染,因酒渣鼻引起發炎性丘疹、膿疱及紅腫。,寶齡富錦生技股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035869號；https://mcp.fda.gov.tw/insert/lablefiles/c9a03dc8-4f71-4304-bf07-1f6f466b2591?c=2
"""瑞安""愛膚健乳膏10毫克/公克（艾索那挫）","ISOGEN CREAM 10MG/G ""PURZER"" (ISOCONAZOLE)",衛署藥製字第035870號,指示藥,乳膏劑,鋁管裝;;鋁塑管裝;;塑膠罐裝,Isoconazole Nitrate,黴菌感染；香港腳；股癬；體癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、體癬、股癬、汗斑。,瑞安大藥廠股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035870號；https://mcp.fda.gov.tw/insert/lablefiles/37c7457f-5504-4f28-999d-0a50459b9745?c=2;https://mcp.fda.gov.tw/insert/lablefiles/aeaaf09c-409f-46c1-96b4-856721b6ebda?c=2;https://mcp.fda.gov.tw/insert/lablefiles/09b8b210-bd21-487f-8069-66e0700be564?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a669ca58-a267-414f-936c-a99493d2e8be?c=2
"""杏輝""吉舒乳膏１０毫克/公克（乙酸皮質醇）","HYDROCORTISONE CREAM 10MG/GM ""SINPHAR""",衛署藥製字第035883號,指示藥,乳膏劑,積層鋁管裝;;塑膠罐裝;;鋁管裝,Hydrocortisone,濕疹；皮膚炎；搔癢,濕疹／皮膚炎；蕁麻疹／搔癢,暫時緩解濕疹、尿布疹、蚊蟲咬傷、皮膚搔癢、皮膚炎等皮膚疾患的症狀。,杏輝藥品工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035883號；https://mcp.fda.gov.tw/insert/lablefiles/9bc47bbb-0f96-4cba-ab48-c96dd0e3a56d_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9bc47bbb-0f96-4cba-ab48-c96dd0e3a56d_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9bc47bbb-0f96-4cba-ab48-c96dd0e3a56d_4?c=2
"""人人""疥寧洗液２５０毫克/毫升（苯甲醯芐酯）","JALINE LOTION 250MG/ML ""GCPC"" (BENZYL BENZOATE)",衛署藥製字第035885號,指示藥,洗劑,塑膠瓶裝,Benzyl Benzoate,黴菌感染,香港腳／股癬／體癬／黴菌感染,疥癬、虱感染。,人人化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035885號；https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_11?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_10?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_9?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_14?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_17?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_12?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_6?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_13?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_8?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_15?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bf835481-cbf3-4a34-9c3f-a8f3b4dc2e3b_16?c=2
"""長安""速好乳膏","SUHAO CREAM ""C.A.""",衛署藥製字第035887號,處方藥,乳膏劑,管裝,Betamethasone；Clotrimazole,黴菌感染；香港腳；股癬；體癬,香港腳／股癬／體癬／黴菌感染,足癬、股癬、體癬。,長安化學工業股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035887號；https://mcp.fda.gov.tw/insert/lablefiles/df44d027-19d8-439c-bd6d-cd729b3b727b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/89468306-279c-4b02-9632-ab1047f8b2ae?c=2
"""人人""仙麗絲軟膏","SALINSE OINTMENT ""GCPC""",衛署藥製字第035888號,處方藥,軟膏劑,塑膠瓶裝;;管裝,Salicylic acid；Flumethasone Pivalate,濕疹；皮膚炎；膿皰；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬；扁平苔癬,濕疹／皮膚炎；細菌感染／膿皰／傷口感染；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬；扁平苔癬,急慢性之發炎、皮膚疾患、角質化、濕疹、過敏性皮炎、苔癬、　　　　　　牛皮癬、扁平苔癬、慢性紅斑狼瘡、手掌和腳掌膿？症、魚鱗癬。,人人化學製藥股份有限公司,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。；依完整適應症判斷為扁平苔癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035888號；https://mcp.fda.gov.tw/insert/lablefiles/650cb848-2d20-4fe2-be90-5790b1a45760?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a70d336c-f960-4ec0-917c-2c56395f80a4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bbf9db00-dadc-4788-827b-70ae69428c37?c=2
萬應白花止痛膏,Wan In White Flower Antipain Cream,衛署藥製字第035895號,指示藥,乳膏劑,管裝;;瓶裝,Menthol；Methyl salicylate,消炎止痛,疼痛／消炎止痛外用藥,肌肉性疼痛之緩解。,鼐成興業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_00e3fc89-d36b-4b2d-9b13-20e233892cf6?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_b3d2268f-8856-4846-89a8-b9d547b6bc94?c=2；https://mcp.fda.gov.tw/insert/lablefiles/f3633b57-a00e-47a0-ba90-0e41a9f53ee8_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/f3633b57-a00e-47a0-ba90-0e41a9f53ee8_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/f3633b57-a00e-47a0-ba90-0e41a9f53ee8_5?c=2
“約克”肌宜樂凝膠1%,"CHILON GEL 1% ""Y.K.""",衛署藥製字第035945號,指示藥,外用凝膠劑,軟管裝,Diclofenac,消炎止痛,疼痛／消炎止痛外用藥,短期使用以緩解因發炎反應引起之局部疼痛。,約克製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_0f55c847-2fe1-400a-adf4-4de7e6534e25?c=2；https://mcp.fda.gov.tw/insert/lablefiles/3022ead5-be46-4a13-b3f5-5ce06ee12e8a_1?c=2
健膚爽乳膏,QUARDISONE CREAM,衛署藥製字第035968號,指示藥,乳膏劑,瓶裝;;軟管裝,Betamethasone；Gentamicin；Tolnaftate；Iodochlorhydroxyquin,濕疹；皮膚炎；黴菌感染；香港腳；股癬,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑、濕疹或皮膚炎。,壽元化學工業股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035968號；https://mcp.fda.gov.tw/insert/lablefiles/59683fed-9d9f-4103-9271-a02f3f1e23cc_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/59683fed-9d9f-4103-9271-a02f3f1e23cc_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/59683fed-9d9f-4103-9271-a02f3f1e23cc_4?c=2
施克益乳膏５０毫克/公克（艾賽可威）,"CYCLOVIR CREAM 50MG/GM ""S.Y."" (ACYCLOVIR)",衛署藥製字第035977號,處方藥,乳膏劑,管裝;;瓶裝,Acyclovir,病毒感染；抗病毒相關,病毒感染／抗病毒相關,單純疱疹引起之感染。,壽元化學工業股份有限公司,是,依完整適應症判斷為疱疹／皰疹相關病毒感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第035977號；https://mcp.fda.gov.tw/insert/lablefiles/37f5d017-12dc-45bc-9ad6-9b7deb12c8db_0?c=2
